at,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30,,,
27/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21.4,23.8,45.2,56.6,36.6,80.6,101.8,47,41,51.2,40.8,21.4,11.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
28/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,11.4,21.4,46.8,74.4,81.4,86.2,68.4,130.8,82.2,38.2,22.6,16,13.6,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
29/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,33,48.6,66.8,98,118,175.6,42.2,98.4,65,26.2,30,24.8,19,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30/11/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,21.4,35.4,54.8,91.6,136.8,173.8,117,210.4,185.8,152.4,37.2,66.6,44.6,20.4,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
01/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,14.7,22.2,32,38.4,51.4,69,85.2,80.6,95.8,72.8,68.2,46,26.2,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
02/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,31.8,62.6,83.4,125.4,135.2,150.6,160.6,93.2,82,60.2,49.4,27.2,23.8,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
03/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,20.2,37.8,49,47.2,54,71,73.6,73.6,66.2,62,41.2,36,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
04/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8.6,20.2,41.4,71.6,95.2,119.4,135.4,97,123.4,71,60,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
05/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,34.2,47,48.6,109,159,45.2,32.6,23.2,21.8,33,63,28.4,13,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
06/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,25,41.6,37,62,102.6,111.8,117.8,117,136.2,143.8,159.6,60.8,30.8,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
07/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,40.2,63.6,92.4,102.6,133,140.8,80.6,55.2,31.8,34.2,69.6,36,20.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
08/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,25.8,77.4,66.8,63.8,159.4,185.8,110,178.2,121.6,87.6,88.4,93.6,51.8,30,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
09/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,22.6,63,64.6,136.4,125,192,153,151,155,127,100,30,47.8,18.6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
10/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,16.8,26,34.6,44,71.4,60.6,67.6,67.4,69.8,48.4,53,46,37,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
11/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,33,46.4,75.2,49.4,44.2,75.4,191,135.4,109.4,128.4,91.2,79,45,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,26.6,49.2,55.6,83.2,89,96,122.4,87.4,98.6,56,101.7,69.8,57.2,25.4,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,22.2,32.6,45.6,32.6,43.4,65.4,32.4,29,29.2,30.8,34.4,7,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
14/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,33,54.8,79,82.8,111,86.8,84,87,73.8,53,50,32.4,11.8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
15/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,21,46.6,45,124.6,79.4,22.8,24.2,18.4,37.8,37.8,62.2,40.2,21.6,4,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
16/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,5.8,9.4,25.5,27,29.6,53.8,52.8,23.4,52.2,49.8,27,25,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
17/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,16.8,18,30.4,60.6,103.2,56.4,136.6,130.4,157.2,64.8,85.2,63,30.8,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,16.6,49,69.2,17,43.8,40.6,42.4,24.6,21,28,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
19/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,19,25,30.8,51,83,109.4,153.4,91.4,88.4,77.6,55.6,25.8,14,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8,20,35.2,46.6,101.2,102.2,128.2,126.2,119.8,142.8,93.8,54.8,34.8,46,20.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
21/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,26.4,14.4,10.8,21.8,48.4,67.4,75.8,86.8,85,27.8,53,35,23,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
22/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16.6,25.8,26.4,83.4,90.8,113.8,135,162,97,132,114,76,28,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
23/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,12.8,14.8,16.4,21.4,18.4,10.2,19,11,10.8,9.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
24/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,38,38,37.4,142.8,105.4,61.4,149.2,128,113.2,80,46.2,22.2,14.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
25/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,16,32,24.6,71.8,62.4,50.2,57,32.4,33.8,55.4,32.8,28.8,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
26/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,14,21,25,46,81.8,113.4,134.4,139.8,162.2,123,111,49,32,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
27/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10.2,20.6,37.8,34.4,72.8,78.2,116.6,135.8,48.4,97.6,91.4,60.8,34.4,18.8,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
28/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,22.6,25.4,85.8,46,116,162.4,142.8,229.6,40,49,70.8,41.6,27.2,20.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
29/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,19,27.2,35,65.2,93.4,124.2,144,143.2,139.4,119.2,91.8,56,19,23.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.4,11,19,27,130.4,138.2,92.4,154.2,176.8,152.6,101,29.6,20.2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
31/12/2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,20.8,28.8,42.8,38.4,51,46.8,88,82.2,93.6,92.6,37.2,20.3,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
01/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,23,12,25,33,43,43,35.2,25.4,15,9.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
02/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,24.8,24.2,56.8,50,84.8,111.8,132.8,142.8,139,88,97.4,59.6,25.6,20.2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
03/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,25,11.4,11.4,49.8,104,46.8,168.4,143.8,176.4,139,125,29.6,63.2,57,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
04/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17.2,29.2,38.6,38.2,11.4,31,36.2,40,23.8,17,7.4,23.8,53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
05/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,28.8,40.8,55.6,71.6,36.2,37,30.8,64.4,44.4,75.8,42.2,29.4,37.6,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
06/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,40.8,15.2,48,103.8,32.6,144.6,139.2,238.2,99,69.6,114.6,56.2,62.2,30.6,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
07/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.8,21.7,31.2,52,83.4,147.6,105.8,160.4,114.8,86.2,94.2,45.2,47.8,17.2,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
08/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,36.6,43.6,98.4,101.6,102.6,163.2,141,100.2,60.4,28,45.8,20.6,22,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
09/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19.8,20.2,27.2,52.2,41.6,98.8,78.8,91.4,165.4,153,120.6,33.4,29.4,23,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
10/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,52.2,51.8,69,97.4,117.2,116.6,130.6,81.6,125.6,118.2,94.2,66.2,67,23.8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
11/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,18.6,25,33.5,70.6,113.8,151.4,180.8,181,174.7,155.6,132.8,93.2,47.6,23,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,16.4,20,22,21,14,25,25,44,14,63,26,33,12,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,21,26,34.2,69.2,108.6,53.6,184.4,178.4,80,80.8,21.2,18.6,13.6,21,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
14/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,30.8,25.4,29.2,65.2,131.4,163.4,187,190.8,139.2,179.8,114.4,138.6,69,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
15/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27.2,44,65,73.4,55.8,80.6,41.6,265.8,60.2,171.8,183.4,75.6,89.8,29.2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
16/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24.2,48.8,98.4,28.8,8.8,139.6,79.4,88.6,156.4,108.6,22.8,15.4,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
17/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40.5,131,75,101.2,86.8,158.6,266.4,158,100,18.6,145.2,40.4,24.4,64.2,11.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42.2,57.2,74.2,94.6,95.8,114.4,14.8,18.6,30,27,21.8,6.2,55.2,29.2,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
19/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2,20.2,34.2,39,84.6,131.6,173,194.6,209.4,220.6,195,167.6,130.2,81.8,32,13.6,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,29.2,60.6,95.2,97.6,150.6,135.8,127.4,129.2,111.2,98.8,101.2,66.8,78.8,80.4,53.2,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
21/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18.6,25,97.2,87.6,114,117.8,187,172.6,161.8,110.4,99.4,62.6,24.6,16.6,19,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
22/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,25.6,60,108,104,126.6,106.6,70.4,265.8,238.8,107.2,82,47.6,70.2,68.2,57,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
23/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,11,113.2,96.6,65.8,151,198.8,236.2,145,97,105,76,56,60,30,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
24/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8,13.2,24.2,26.8,28,42.4,47.8,50.8,46.4,51.6,49,31.2,21,22.6,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
25/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,60,50.2,82.8,108.8,135.6,109.4,194.2,122,241.8,272.8,54.8,67.2,70.6,32.8,12.8,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
26/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7.4,18,19.8,16.8,12.2,30.4,21.2,175.2,121,155.5,142.6,91.6,30,76.4,47.6,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
27/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15.6,40,47.8,55.8,33.8,148,101.4,54.8,13.2,45.4,12.8,50.6,7.4,25.4,55.8,19.6,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
28/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,40.8,65.4,74,87.2,90.2,212.4,148.4,71.2,22.6,41.6,103,30,70,63,49,43.6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
29/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,26,51,84,118,54,84,69,25.8,82.6,30.6,54.2,39.2,19.2,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
30/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12.8,20.6,27.4,45.6,48,52.2,25.8,41.8,41.4,58,46,30,28,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
31/01/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,15.2,25,40.8,49.4,68.2,59.6,30,50.6,63.8,21,17.8,14,14,12.8,12.8,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
01/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,16.5,25,38,90,155.6,148.4,238,323.4,163.6,183.4,100,121,195,90.2,72.4,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
02/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,38.2,45,74.2,128.8,198.4,191,164,267.2,309.8,163.6,339.4,240.8,209,107.8,82,34,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
03/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,31.2,56.6,70.6,97.2,112.8,97,83.6,160,160,160,128.6,138.8,109.8,87,105,69.2,36.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
04/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,13.2,87.2,67.2,53,173.8,242,289.2,219.2,132.4,119,187.6,192,130.8,82.6,77.4,55.2,20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
05/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,14.8,41.6,46.6,102.2,39.4,35.6,63.8,172.2,93.4,276.2,135.4,69.6,29.2,28.2,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
06/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,24.2,24.2,29.2,44.6,54.8,63.8,55.6,34.8,56.6,79.2,80.4,74,53.4,67.6,18.6,10.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
07/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17.6,35.2,71,120.4,253.8,137.4,91.6,445.8,174.4,285.2,324.2,325,270.8,182.6,58.6,58.8,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
08/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,32.8,71.6,113.6,128.6,177.6,112.7,193,146,200,148,120,146,81,28,37,30,16,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
09/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,12,45.8,116.6,113.2,160.8,239,42.8,149.8,160.2,183.8,238.2,274.2,157.4,124.8,58.8,31.6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
10/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,18.6,88,83,130,212.5,408.2,90.5,314.8,79.2,133,372.6,119,382.4,169.6,103,38.6,43,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
11/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,21,58.2,85.2,179,159.6,176.6,341.4,369.6,163.2,302.2,266.8,248.6,139.4,145.8,79.4,34.4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
12/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,14,25.2,13,32.5,34,70.6,32.6,35.2,37.2,54.6,18.8,52.2,105.6,67.7,87.6,67.4,61.2,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
13/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,55.6,23.2,37.6,56.6,148,138.2,134,112,70.4,226,320,334,66.8,95,23.6,25,20.8,17.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
14/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,13.6,18.6,30.6,33.2,31.7,47.2,57.6,221.4,15,67.4,47,47,59.4,19.8,85.8,47.4,21,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
15/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,73.6,121.2,106.6,162,199.5,354,441,364,188,69,376,70,298,242,197.3,109,77,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
16/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,22.2,30,53.2,130.2,201,267.8,318.8,366.2,395.4,304.4,196.8,417.6,365.6,342.8,250.4,195.4,135.4,35.4,18.8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
17/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,10.2,15.6,25.2,78,73.8,117.6,157,150,228.8,119,90,90.2,34.8,33.2,19.8,21,21,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
18/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,34.2,34.5,64.4,77.8,124.6,145.8,192.2,216.8,140.6,169.8,56.4,245.8,81,89,236.4,219.8,126.6,54.2,16.8,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
19/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,31.2,43.2,50.4,85.8,200.2,219,152.8,157,118.6,69.2,394.4,308.4,170.8,204.2,111,51.4,42.8,29.2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
20/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,16,54,236,306,371,417,504,105,135,155.8,113.8,94,164.8,133.6,178.4,88.2,26.8,1,0,0,0,0,0,0,0,0,0,0,0,0,,,
21/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,55.6,36.6,92.2,180.2,259.4,319.8,365.2,464.4,283.6,414.4,226,152.2,123.2,358.6,32.8,95.4,150.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
22/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,101.2,83.4,125.6,160.6,241.2,307.8,367.2,242.2,347,485.2,282.4,144.4,182,292.2,250.6,96,74,40,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
23/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20.4,10.8,97,65.2,107.6,142.4,77.6,74.2,49.8,97.8,54.6,71.2,48.2,86.4,46.6,36,45,22.2,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
24/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,5.4,13.6,28,147.8,144.4,277.6,201.8,534.6,173.6,360,475.2,246,455,320,330,98,204,65,32,7,0,0,0,0,0,0,0,0,0,0,0,0,,,
25/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.4,38.4,85.4,136.4,267.2,334.6,391.2,665.4,490,174.6,492.8,463.2,141,394,350,81,209,47,35,12,0,0,0,0,0,0,0,0,0,0,0,0,,,
26/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.6,70,66.8,95.6,206.6,268.8,345,394,482,385,492,550,531,309,146,360,248,76,78.7,29,11.2,0,0,0,0,0,0,0,0,0,0,0,0,,,
27/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,155.6,232.6,310,272.8,475,653.6,615.2,776.2,550.2,605.4,536,536,109,221,148,65,32,28,20.8,0,0,0,0,0,0,0,0,0,0,0,0,,,
28/02/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.2,53.6,109.6,112.6,60.4,115.4,67,108.4,138,186.6,211.4,222.2,141.6,144.4,155.6,131.2,165.6,129.6,62,44.4,8.6,0,0,0,0,0,0,0,0,0,0,0,0,,,
01/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,24.2,34.8,66.6,135,224.6,301.4,370.4,433.4,467.8,323.2,558.5,161,155,331.6,470.4,303.4,239.6,79.4,32.6,21.8,11.4,0,0,0,0,0,0,0,0,0,0,0,0,,,
02/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.4,37.2,62.4,38.8,52,63.2,29.2,109.4,84.4,57.2,78.6,97.6,58.4,93.2,51.4,84.8,93.4,45.8,33.2,26.8,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
03/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.8,3,41.4,51.4,138.8,211.8,325.2,150.4,185,253.8,44.8,141.6,238.2,309.6,498,144.6,41.2,43.2,68.2,50.2,80.8,13,0,0,0,0,0,0,0,0,0,0,0,0,,,
04/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,67,95,171,302,348,392,531,452,418,515,582,475.6,338.2,461.4,268.8,160.2,195.2,112.4,48.2,27.4,0,0,0,0,0,0,0,0,0,0,0,0,,,
05/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6,24.2,92.6,109,140.2,181,90.6,390.8,266.4,447.4,370.2,392,477.2,319.4,218.4,229.8,255,209.2,124,121.4,58.4,21.4,0,0,0,0,0,0,0,0,0,0,0,0,,,
06/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,72.6,121,88,146,200,121,144,139,144,202,95,78,90.2,45,23.8,32,29.4,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
07/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11.8,16.7,33.8,99,148,267,269.4,328.8,406.4,535.6,394.4,166.8,571,518.6,501.4,215,278.4,254.8,87.8,72.4,17,0,0,0,0,0,0,0,0,0,0,0,0,,,
08/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,121,153,194,358.4,327.4,296.4,544.4,413,197,214,380,550,465.2,422.4,356.2,297.8,197.4,106.6,30.2,3,0,0,0,0,0,0,0,0,0,0,0,,,
09/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,29.2,43.6,111.6,202.2,289.8,351.4,421,474.2,510.8,531,543.4,541,524.2,496.2,454.2,404.4,330.4,250.2,164.6,83.6,25,4,0,0,0,0,0,0,0,0,0,0,0,,,
10/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,42.4,105.2,185.2,186.4,263.4,352.4,426,197.4,149.4,187,167.8,132.6,134.6,119.4,101.8,77.6,136.3,109.8,54,47.2,21.4,4,0,0,0,0,0,0,0,0,0,0,0,,,
11/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,24.6,41.6,61.6,71.4,89.6,103.4,115.4,147.6,162.2,152.2,198,181,131.8,157.8,147.4,130.8,92.4,64.2,47.8,27.6,11.2,0,0,0,0,0,0,0,0,0,0,0,0,,,
12/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,34.2,49.8,70,96,108.2,104.2,128.8,98.6,120.6,199.6,239.2,239,281.2,230.4,425.6,376.8,354,227.2,145.4,99,38,7.4,0,0,0,0,0,0,0,0,0,0,0,,,
