at,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
14/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48E-07,0.001474061,0.021245003,0.056603918,0.115371102,0.198389045,0.33013292,0.450332726,0.550978383,0.630157927,0.69203734,0.728069257,0.75689391,0.759010241,0.756657277,0.719562085,0.655361552,0.588212867,0.502754467,0.401632019,0.274675115,0.157826869,0.061504634,0.009926634,0.000815482,0.000304719,0,0,0,0,0,0,0,0,0
15/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21E-06,0.007394771,0.047420751,0.108880524,0.184810029,0.215889679,0.28366132,0.380853268,0.454253502,0.494046595,0.524542039,0.445890286,0.39438636,0.343540126,0.289187762,0.262336498,0.207503017,0.170950044,0.137886072,0.084252039,0.042788547,0.024044169,0.010059165,0.001369211,1.63E-06,0,0,0,0,0,0,0,0,0,0
16/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29E-06,0.000474538,0.004209082,0.013016954,0.016470865,0.046069958,0.133591965,0.266105082,0.401285824,0.466000435,0.52451626,0.547492257,0.524886715,0.491170132,0.490967889,0.422891493,0.367869516,0.303393277,0.244943897,0.188776814,0.150016957,0.119002516,0.060811219,0.015051155,0.0018851,0.000166868,0,0,0,0,0,0,0,0,0
17/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,7.01E-06,0.005657372,0.041111649,0.110356814,0.209214882,0.314373339,0.429298655,0.538940625,0.623411448,0.655216925,0.668846656,0.707488135,0.715499341,0.71981216,0.712318713,0.67693432,0.627642721,0.559297672,0.480030121,0.387522172,0.26732556,0.157420884,0.074468393,0.019085096,0.001153388,0.00023742,0,0,0,0,0,0,0,0,0
18/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50E-05,0.00660661,0.038684293,0.084896229,0.122392205,0.134230111,0.126016365,0.108229223,0.091830138,0.089854606,0.081940484,0.077161618,0.076689766,0.076074044,0.079392559,0.077146922,0.075320825,0.071425346,0.059298485,0.047325106,0.034662099,0.020713517,0.009084719,0.001367977,2.30E-08,0,0,0,0,0,0,0,0,0,0
19/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34E-05,0.002457574,0.010851455,0.026178441,0.043086591,0.059041412,0.072948703,0.085662025,0.105749341,0.115894301,0.121682962,0.125094956,0.127054439,0.119928249,0.11600217,0.111140719,0.107195863,0.100856705,0.079153704,0.054646187,0.034207305,0.016439167,0.00338976,0.000127778,4.71E-08,0,0,0,0,0,0,0,0,0
20/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.10E-05,0.002641503,0.009983743,0.019357973,0.034325442,0.048407229,0.069044413,0.084792341,0.095259141,0.115220614,0.125009667,0.134102519,0.152992693,0.143952923,0.159527769,0.175928473,0.174021416,0.20635871,0.207459475,0.173026447,0.118384067,0.078150849,0.02364997,0.002672194,0.000912969,0,0,0,0,0,0,0,0,0
21/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808292,0.018345564,0.065058556,0.150656799,0.285159149,0.382617764,0.471334448,0.582904214,0.663555476,0.669270944,0.664386236,0.625283442,0.603949591,0.619250838,0.583442794,0.521482478,0.484303638,0.44304704,0.362745073,0.273357666,0.159697763,0.084103615,0.035629135,0.010928056,0.001471272,0.000161205,0,0,0,0,0,0,0,0,0
22/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182915,0.006005242,0.030215011,0.059430031,0.102632356,0.139155496,0.172188593,0.206594871,0.221481841,0.247843511,0.228968997,0.230275094,0.230764635,0.253151299,0.276933873,0.267495539,0.273332379,0.279635272,0.230627533,0.178286691,0.115327625,0.077886925,0.036105358,0.007642905,0.000233671,3.46E-06,0,0,0,0,0,0,0,0,0
23/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000142367,0.006775241,0.034029018,0.070200669,0.102461856,0.127161158,0.167838413,0.207968839,0.233315323,0.262730972,0.320025528,0.345039622,0.373056719,0.424779221,0.432158729,0.401224152,0.378214081,0.326030919,0.285127675,0.224065973,0.162175748,0.102910755,0.057170353,0.015239748,0.000129675,2.94E-05,0,0,0,0,0,0,0,0,0
24/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,6.03E-05,0.007092387,0.022524914,0.043344582,0.067241241,0.09003301,0.099307378,0.120337052,0.205244637,0.180391299,0.193210141,0.171575626,0.146879875,0.166887905,0.198026081,0.146348245,0.108693781,0.078620877,0.053541988,0.048949317,0.03920803,0.025049415,0.01547942,0.004263777,3.33E-05,4.31E-05,0,0,0,0,0,0,0,0,0
25/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,5.82E-07,0.00221036,0.030096506,0.103373842,0.2267742,0.354127405,0.463720595,0.559889038,0.656256394,0.711023718,0.73386697,0.741676581,0.759219066,0.749480731,0.737204589,0.731576641,0.684724422,0.622777567,0.559372277,0.481990095,0.418387344,0.305932385,0.184180967,0.093734214,0.030879953,0.002956205,0.002136849,0,0,0,0,0,0,0,0,0
26/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054818,0.010020363,0.029609065,0.043630614,0.057997997,0.063733141,0.087770893,0.108920969,0.107294454,0.102873183,0.099589003,0.111560649,0.128352749,0.148370493,0.129521429,0.086690733,0.060329045,0.043876828,0.035146278,0.022233577,0.021630856,0.016534127,0.006697698,0.003732714,0.00048528,0.000783037,1.63E-05,0,0,0,0,0,0,0,0
27/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,1.08E-05,0.005966614,0.053536181,0.069340525,0.050053935,0.080899502,0.160688739,0.347364538,0.457686071,0.436980024,0.56629592,0.610123454,0.543502473,0.571311342,0.483535982,0.426743236,0.462383858,0.450525399,0.432491789,0.346811539,0.306507455,0.220689494,0.116328029,0.057315943,0.012812072,0.002993253,0.000589542,0,0,0,0,0,0,0,0,0
28/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,3.33E-06,0.000193452,0.003353525,0.027820761,0.088743039,0.158927239,0.265320088,0.359636168,0.447384521,0.522276836,0.566926267,0.520848662,0.456431203,0.535928796,0.584309979,0.616229403,0.570707101,0.494224272,0.374067807,0.388207121,0.342143369,0.238118025,0.131197321,0.08940911,0.023506145,0.017762163,0.004122367,4.97E-05,0,0,0,0,0,0,0,0
29/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,0.000108157,0.006547745,0.02325641,0.085742739,0.133309556,0.166625526,0.338219917,0.530512325,0.611359837,0.64571656,0.631549142,0.528046645,0.427973228,0.313309483,0.296640767,0.25534326,0.154124215,0.119621637,0.08482669,0.101309433,0.058227199,0.046397655,0.111783024,0.091864767,0.058204597,0.008179903,0.000794549,3.95E-06,0,0,0,0,0,0,0,0
30/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,4.99E-06,0.005663259,0.035831518,0.086236882,0.164734157,0.286289745,0.392532317,0.41731812,0.474044315,0.440279442,0.46207127,0.500882969,0.611640505,0.607681863,0.623518238,0.589776031,0.601443429,0.531025754,0.488061248,0.384565586,0.314708147,0.254425525,0.15512864,0.091797567,0.034549655,0.009007263,0.003655454,0.000481278,0,0,0,0,0,0,0,0
31/03/2016,0,0,0,0,0,0,0,0,0,0,0,0,8.36E-06,0.005657252,0.041975345,0.14790671,0.283769181,0.415393959,0.50742212,0.567309901,0.623648705,0.673339702,0.655062659,0.633864799,0.656257215,0.677445388,0.671915818,0.659544628,0.636941772,0.544804814,0.511663711,0.46012365,0.39172807,0.287698974,0.204528665,0.124324164,0.050998325,0.004488269,0,0.000228412,0,0,0,0,0,0,0,0
01/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,2.14E-05,0.004082153,0.043643161,0.090929861,0.15135957,0.235371274,0.266939884,0.355013759,0.458378956,0.357248151,0.282696455,0.222657775,0.262573146,0.289648888,0.350181953,0.435790679,0.466889453,0.390655328,0.298245813,0.20086452,0.125754273,0.092896598,0.079444146,0.051827382,0.023545768,0.005706045,0.000379328,1.10E-05,0,0,0,0,0,0,0,0
02/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-05,0.000355154,0.002340746,0.009709401,0.020475462,0.072756086,0.131422536,0.252875204,0.428125508,0.574563426,0.62525086,0.657600897,0.730375446,0.75690209,0.768971174,0.771734376,0.73727355,0.678826098,0.628862611,0.542981495,0.429939537,0.305666761,0.195358483,0.108256463,0.058142452,0.008413054,2.01E-05,5.43E-06,0,0,0,0,0,0,0,0
03/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0.000291501,0.012322061,0.045991025,0.100946572,0.19512932,0.270205364,0.315136105,0.358687501,0.361937298,0.368625759,0.30079546,0.30265048,0.388116572,0.434926913,0.407897477,0.293122143,0.249027743,0.189505805,0.21402666,0.214657578,0.152554665,0.109303171,0.078630284,0.042326704,0.012713314,0.000599824,0.000213101,0,0,0,0,0,0,0,0,0
04/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0.002566494,0.019544625,0.060880341,0.107598741,0.164164514,0.17448153,0.176218154,0.193243308,0.219008367,0.253195514,0.222505437,0.172189629,0.161378964,0.168610005,0.229183064,0.261966463,0.266123661,0.235457407,0.192206927,0.16861326,0.132340374,0.094370028,0.071303398,0.043112312,0.010497227,0.000955053,0.000141077,0,0,0,0,0,0,0,0
05/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0.000111203,0.008189424,0.017088852,0.04020791,0.141551823,0.308063027,0.433020721,0.475415134,0.547139964,0.588573744,0.611246571,0.619537349,0.69592493,0.725986248,0.707314535,0.696946726,0.677815487,0.634075828,0.548111809,0.423757146,0.359914725,0.259706549,0.175535359,0.107255502,0.036174772,0.0100235,0.000155387,0.001288512,0,0,0,0,0,0,0,0
06/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,2.09E-05,0.003070765,0.027475545,0.066461511,0.154473911,0.243392091,0.223177945,0.273795552,0.442478355,0.444865386,0.317442258,0.482664907,0.65197997,0.626271997,0.659034031,0.655880853,0.637458556,0.601649273,0.593288358,0.480524317,0.366555012,0.30822126,0.199369904,0.124280092,0.053567413,0.01870922,0.001728086,0.000417659,0,0,0,0,0,0,0,0
07/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,0.001470711,0.013588194,0.029790909,0.052178093,0.074748201,0.082954381,0.089441081,0.112474128,0.161819945,0.182532361,0.187812869,0.225570418,0.240918427,0.242129273,0.263402141,0.243382823,0.277435368,0.299438215,0.310345671,0.287949205,0.252365834,0.237588754,0.163899532,0.100344476,0.04675787,0.014389741,0.00101038,0.000578329,1.22E-05,1.15E-05,1.42E-05,1.32E-05,1.10E-05,1.17E-05,1.12E-05,1.24E-05
08/04/2016,0,0,0,0,0,0,0,0,0,0,0,1.36E-06,0.001090706,0.016948621,0.047976725,0.083464203,0.129368378,0.207025854,0.292587993,0.29983755,0.345755306,0.363968483,0.360131592,0.340761336,0.35089604,0.422007755,0.442936998,0.417443142,0.375675992,0.360908945,0.348205174,0.34524463,0.329925411,0.245646141,0.151133181,0.097296874,0.044138211,0.016092307,0.005617442,0.000914294,3.70E-06,0,0,0,0,0,0,0
09/04/2016,0,0,0,0,0,0,0,0,0,0,0,1.31E-06,0.003900936,0.04106112,0.086868525,0.181280702,0.292054872,0.335209004,0.392195816,0.339367045,0.262161047,0.209439661,0.175476621,0.218237368,0.310062077,0.456382762,0.428964882,0.326763823,0.223142094,0.200944644,0.311115252,0.362345557,0.320643492,0.296721588,0.211105661,0.127911951,0.046555839,0.006359259,0.001693658,0.000398246,0,0,0,0,0,0,0,0
10/04/2016,0,0,0,0,0,0,0,0,0,0,0,1.46E-05,0.004979367,0.052611785,0.099768153,0.199950916,0.312373666,0.437308424,0.513625629,0.531842571,0.526620385,0.542611159,0.563975505,0.52661841,0.447797121,0.387363298,0.374078946,0.367430106,0.362620691,0.336505838,0.289760109,0.257885034,0.211726086,0.171863387,0.089158965,0.019203476,0.004596643,0.001917049,6.94E-05,3.39E-05,0,0,0,0,0,0,0,0
11/04/2016,0,0,0,0,0,0,0,0,0,0,0,0,7.26E-05,0.001077855,0.003625449,0.010339086,0.021040217,0.027937243,0.029552322,0.029135592,0.030754311,0.033369986,0.035493494,0.068136711,0.112186959,0.141896869,0.147546093,0.150640216,0.182674575,0.217210493,0.201173517,0.160347469,0.166469648,0.17910525,0.151586301,0.10464228,0.063406216,0.024603781,0.003209876,0.00046664,0,0,0,0,0,0,0,0
12/04/2016,0,0,0,0,0,0,0,0,0,0,0,5.17E-06,0.003543712,0.023483872,0.053000601,0.090821811,0.142141055,0.229049366,0.370519646,0.498858797,0.581623434,0.616939079,0.575356367,0.500836827,0.505046162,0.529399005,0.530063677,0.538056884,0.516226129,0.459838591,0.418462619,0.358014163,0.308457659,0.27111212,0.211687644,0.136082133,0.073169701,0.024295385,0.000945406,0.000102371,0,0,0,0,0,0,0,0
13/04/2016,0,0,0,0,0,0,0,0,0,0,0,7.87E-05,0.007617822,0.030688094,0.057779219,0.12449897,0.223049457,0.30746514,0.385633043,0.457100226,0.527063078,0.620998432,0.680448373,0.679283997,0.686553187,0.656723347,0.58253063,0.580700591,0.568378554,0.522776082,0.463408287,0.345677642,0.281897421,0.20802789,0.132648816,0.065423945,0.02082897,0.005653218,0.000570973,0.000800698,8.76E-05,0,0,0,0,0,0,0
14/04/2016,0,0,0,0,0,0,0,0,0,0,0,3.77E-05,0.001952045,0.01116116,0.029221138,0.06109683,0.143757733,0.271768646,0.295698922,0.314752064,0.39992766,0.486535248,0.555633246,0.411050031,0.348592739,0.385571937,0.433500414,0.431622737,0.421594932,0.423404364,0.336758645,0.290522254,0.206419261,0.162462514,0.134010253,0.089302994,0.0482653,0.018666899,0.002443356,0.000701722,4.08E-06,0,0,0,0,0,0,0
15/04/2016,0,0,0,0,0,0,0,0,0,0,0,1.00E-06,0.001157589,0.012209313,0.037452463,0.064761025,0.091524347,0.117592862,0.13485955,0.163249189,0.187480874,0.221292681,0.2479046,0.210363527,0.207226467,0.218366052,0.246570835,0.266282172,0.250065756,0.278644809,0.260117201,0.191469197,0.158856853,0.104559117,0.065887517,0.030374147,0.01598306,0.013569751,0.002170294,4.04E-05,3.95E-06,0,0,0,0,0,0,0
16/04/2016,0,0,0,0,0,0,0,0,0,0,0,3.70E-06,0.001475155,0.01536892,0.03528363,0.039352312,0.097760423,0.149582971,0.191469591,0.230208136,0.294511129,0.396660748,0.426868933,0.421659956,0.432037671,0.472681083,0.422770132,0.432258905,0.493299687,0.492409634,0.411424481,0.377528781,0.324234302,0.259911703,0.207658682,0.141032038,0.067744812,0.025416417,0.003561779,0.000193907,0.000230057,0,0,0,0,0,0,0
17/04/2016,0,0,0,0,0,0,0,0,0,0,3.39E-06,0.000814832,0.012298789,0.058422108,0.120368062,0.227754375,0.372104047,0.469794134,0.57300062,0.639431679,0.666127567,0.671185134,0.690324774,0.653794756,0.667707683,0.668816802,0.590448302,0.617282447,0.545708743,0.49778524,0.44668022,0.394284973,0.346674615,0.273952549,0.20867385,0.118129458,0.07215723,0.020188779,0.003852486,0.000387925,0.00011835,0,0,0,0,0,0,0
18/04/2016,0,0,0,0,0,0,0,0,0,0,2.36E-06,0.000535258,0.01093942,0.027172346,0.042596007,0.051680134,0.052531679,0.073337754,0.116329678,0.162005638,0.208178428,0.26991984,0.276577253,0.285724893,0.309154578,0.346517707,0.40587899,0.423776996,0.44384174,0.445771999,0.428368176,0.383415457,0.295020972,0.224677296,0.151437143,0.092767821,0.049102723,0.019734353,0.00348384,0.00037283,1.38E-05,0,0,0,0,0,0,0
19/04/2016,0,0,0,0,0,0,0,0,0,0,0,3.92E-05,0.003108988,0.021932209,0.048358459,0.088105116,0.144843069,0.222056265,0.340001351,0.442419501,0.441415121,0.348123819,0.28069308,0.267282442,0.287799119,0.347706706,0.374478629,0.354984791,0.337403405,0.359867407,0.419713229,0.436658055,0.386518965,0.310189234,0.230384669,0.13476475,0.061442703,0.015202418,0.005574117,0.00041517,0.000280502,0,0,0,0,0,0,0
20/04/2016,0,0,0,0,0,0,0,0,0,0,1.35E-06,0.000727202,0.01764838,0.066366154,0.134512728,0.25173958,0.393395061,0.493801918,0.572194283,0.647755135,0.703170619,0.76802527,0.811150905,0.798666189,0.773426742,0.743001172,0.723342651,0.688970191,0.679657093,0.632755416,0.560667739,0.480774559,0.392473244,0.314886695,0.233471996,0.139718446,0.070532168,0.028294673,0.009051087,0.001436701,0.000134057,0,0,0,0,0,0,0
21/04/2016,0,0,0,0,0,0,0,0,0,0,1.80E-06,0.002262677,0.016156436,0.033115623,0.046364813,0.062577995,0.089786328,0.117836443,0.187386177,0.289592968,0.392183553,0.483947149,0.490075063,0.515570854,0.572044624,0.549475824,0.495754374,0.365891945,0.319041813,0.296939661,0.247618843,0.199934954,0.160054198,0.129441283,0.096951644,0.063035299,0.042806685,0.02073926,0.002298191,0.000174209,0.000197555,0,0,0,0,0,0,0
22/04/2016,0,0,0,0,0,0,0,0,0,0,0,7.89E-05,0.003287363,0.014921441,0.022958616,0.03616645,0.048147228,0.061939592,0.07770369,0.08862687,0.096806889,0.127724398,0.146450629,0.140266878,0.127911389,0.124747833,0.116086463,0.109084561,0.109482792,0.105044167,0.092756919,0.074262557,0.064944212,0.053638318,0.038235454,0.027730762,0.017274231,0.008795136,0.001861043,0.000103652,0,0,0,0,0,0,0,0
23/04/2016,0,0,0,0,0,0,0,0,0,0,5.61E-06,0.001346458,0.023340509,0.07351638,0.136419686,0.257094532,0.385073307,0.438847804,0.467598074,0.501494285,0.544771144,0.592995836,0.62662235,0.623374888,0.619767051,0.64624804,0.604893782,0.58044223,0.550376881,0.466487636,0.425285765,0.388662134,0.272747837,0.244405189,0.174698161,0.11923305,0.075104578,0.034035705,0.003928959,0.000187938,3.08E-05,0,0,0,0,0,0,0
24/04/2016,0,0,0,0,0,0,0,0,0,0,0,0.001190742,0.017641915,0.055530552,0.09465397,0.20445826,0.311446298,0.413006975,0.505806856,0.56865852,0.623552047,0.692039486,0.737170785,0.720199436,0.62932574,0.51059312,0.403393829,0.336402583,0.36580344,0.371675596,0.315357791,0.223623657,0.186672322,0.182702077,0.148234418,0.096254446,0.055178879,0.031148338,0.012799959,0.002174448,0.000682954,0,0,0,0,0,0,0
25/04/2016,0,0,0,0,0,0,0,0,0,0,0,7.33E-05,0.003823897,0.020664553,0.046539948,0.091438233,0.132834386,0.180562123,0.219599199,0.273668691,0.316836538,0.423492045,0.366474125,0.286969918,0.341967904,0.350629492,0.307500692,0.309771644,0.369501949,0.34894234,0.334284069,0.29248484,0.231691087,0.209142214,0.171976827,0.137484508,0.082964714,0.042738421,0.016465364,0.002511625,0.000939794,0,0,0,0,0,0,0
26/04/2016,0,0,0,0,0,0,0,0,0,0,4.01E-05,0.002581683,0.027328873,0.08327528,0.15907586,0.254228747,0.3331067,0.35126566,0.399540002,0.441979719,0.491089376,0.500370154,0.536132865,0.443685302,0.529820071,0.497806634,0.571073939,0.462555084,0.421901578,0.367932868,0.365482914,0.382403572,0.333914821,0.306163604,0.217504593,0.1450464,0.091172315,0.043259987,0.008234568,0.004244572,0.002145146,0,0,0,0,0,0,0
27/04/2016,0,0,0,0,0,0,0,0,0,0,5.45E-05,0.00290957,0.027535352,0.071621849,0.139100448,0.255881073,0.371617506,0.455805033,0.515793398,0.565287685,0.590116687,0.579563735,0.558054009,0.541236452,0.533339892,0.553243203,0.539096387,0.44287028,0.396691794,0.325113858,0.293525089,0.296430806,0.248144444,0.211223918,0.19714894,0.152587012,0.074358701,0.03954225,0.019548915,0.004728983,0.001873398,0,0,0,0,0,0,0
28/04/2016,0,0,0,0,0,0,0,0,0,0,0.000105828,0.004723151,0.03192416,0.076616355,0.133619342,0.232450702,0.369297666,0.490026333,0.554938026,0.567822683,0.472911551,0.37799475,0.35071655,0.487624202,0.493025024,0.484354446,0.456086941,0.403812015,0.302863278,0.235177313,0.248783789,0.242618919,0.220413943,0.21116459,0.186579241,0.132433254,0.089884639,0.0566537,0.019322528,0.001704135,1.65E-05,0,0,0,0,0,0,0
29/04/2016,0,0,0,0,0,0,0,0,0,0,1.69E-05,0.003437352,0.027274971,0.056501226,0.11657004,0.252765873,0.362374629,0.402249555,0.513439824,0.579596532,0.570856144,0.615211411,0.658624317,0.676569089,0.656889133,0.655182866,0.642491533,0.622355325,0.559134907,0.560980741,0.531751221,0.495928629,0.443795782,0.329361264,0.224499877,0.125492539,0.072806986,0.039212338,0.012962488,0.002726599,0.001319014,0,0,0,0,0,0,0
30/04/2016,0,0,0,0,0,0,0,0,0,0,0.000134428,0.003914344,0.029571024,0.081171515,0.135742735,0.227712442,0.324000072,0.408500666,0.50510167,0.559483477,0.539168631,0.559962268,0.618959334,0.64486694,0.59558764,0.580908014,0.465886187,0.35883691,0.40753652,0.428558268,0.408239287,0.356887387,0.311499917,0.249934028,0.186379724,0.10240082,0.065904662,0.039351018,0.017477966,0.003879702,0.000224177,0,0,0,0,0,0,0
01/05/2016,0,0,0,0,0,0,0,0,0,0,0.000437482,0.011719168,0.051228937,0.08105679,0.13326708,0.226497121,0.302232652,0.373322377,0.412865456,0.458420166,0.472989817,0.487257369,0.47905522,0.473645558,0.526688394,0.438686055,0.290100744,0.32223359,0.302465894,0.229605896,0.171448804,0.145298515,0.12944532,0.104297483,0.069498075,0.052222909,0.039148034,0.01944415,0.003738475,5.74E-05,5.20E-06,0,0,0,0,0,0,0
02/05/2016,0,0,0,0,0,0,0,0,0,0,3.57E-06,0.002806028,0.018388939,0.055799727,0.104358421,0.109215094,0.147922389,0.185317659,0.247136594,0.283591686,0.268832823,0.302248727,0.302516357,0.144764224,0.118156329,0.100670841,0.111432632,0.131261355,0.168531252,0.171968765,0.220642057,0.344046601,0.386760463,0.342184038,0.257702426,0.158949184,0.09921506,0.04396026,0.013034894,0.005297805,0.001459972,1.42E-05,0,0,0,0,0,0
03/05/2016,0,0,0,0,0,0,0,0,0,0,0.000238986,0.005348259,0.031772544,0.08475182,0.159286072,0.251015872,0.366360201,0.429762351,0.496120131,0.583292967,0.599180727,0.585160022,0.585242278,0.568481361,0.60226897,0.593355786,0.616387194,0.602348093,0.644611958,0.621910169,0.564545429,0.492050668,0.416870733,0.349033777,0.253225295,0.173462412,0.105106121,0.063620011,0.03174653,0.009306632,0.001770132,0.00014128,0,0,0,0,0,0
04/05/2016,0,0,0,0,0,0,0,0,0,0,0.000389192,0.007587345,0.033172309,0.08123057,0.145801761,0.264948929,0.385228569,0.494215161,0.593416937,0.663731637,0.702147313,0.736790845,0.782257579,0.788323793,0.730604683,0.729377368,0.729781637,0.724463183,0.688228705,0.631072793,0.57397468,0.51873002,0.446638118,0.357907899,0.25920852,0.164809341,0.07852657,0.040451269,0.008929847,0.002851763,0.000172839,3.24E-05,0,0,0,0,0,0
05/05/2016,0,0,0,0,0,0,0,0,0,0,0.000189331,0.007201094,0.029183998,0.070464051,0.14161937,0.241356886,0.342166927,0.443597325,0.554052924,0.640957258,0.686984528,0.721094289,0.761241492,0.76571806,0.735635735,0.734742193,0.734261869,0.727243938,0.699037799,0.620327366,0.560070979,0.500124177,0.430557688,0.337549392,0.248666431,0.156346778,0.073374227,0.046026827,0.021288017,0.005172546,0.000665866,2.80E-06,0,0,0,0,0,0
06/05/2016,0,0,0,0,0,0,0,0,0,0,0.000106489,0.006128932,0.027135321,0.053866699,0.10405099,0.162303143,0.221435907,0.299019009,0.413733438,0.523880277,0.604370912,0.569761273,0.577748812,0.600544455,0.637718972,0.596676548,0.576549832,0.539688052,0.514846917,0.458586512,0.389154878,0.333768216,0.31822801,0.259479841,0.18282912,0.138718063,0.09862269,0.066517895,0.035181551,0.007946056,0.001113004,2.11E-05,0,0,0,0,0,0
07/05/2016,0,0,0,0,0,0,0,0,0,2.58E-06,7.91E-05,0.004054753,0.019780326,0.045309918,0.075071174,0.122684284,0.158668152,0.209224919,0.218772487,0.224033845,0.211881364,0.227035749,0.285454562,0.402666875,0.502732659,0.593223215,0.61436671,0.503227947,0.342917699,0.214091957,0.160325273,0.244777937,0.275836752,0.228300351,0.187785204,0.15299469,0.11036353,0.073295606,0.032113533,0.006739438,0.000408706,1.41E-05,0,0,0,0,0,0
08/05/2016,0,0,0,0,0,0,0,0,0,0,0,0.000698167,0.011640203,0.029220456,0.05336429,0.081667821,0.128103332,0.237652938,0.363457971,0.471590301,0.575765359,0.645850484,0.69930116,0.758402181,0.736180228,0.716138907,0.707315114,0.715384374,0.713225625,0.652614751,0.56921519,0.457859177,0.372208827,0.318780666,0.246403343,0.161425116,0.079449798,0.043697141,0.014845257,0.003887831,0.000418092,1.77E-05,0,0,0,0,0,0
09/05/2016,0,0,0,0,0,0,0,0,0,6.25E-06,0.000597423,0.010227807,0.023802256,0.046698744,0.077732645,0.094445574,0.112391407,0.147234762,0.168802585,0.163818942,0.186971758,0.255573135,0.281910304,0.310166826,0.307145322,0.292457475,0.286188858,0.224048766,0.173897368,0.142222606,0.118177508,0.090454243,0.071721893,0.071293059,0.063210404,0.053619109,0.039208767,0.024349327,0.010782911,0.001123338,5.78E-08,4.36E-06,0,0,0,0,0,0
10/05/2016,0,0,0,0,0,0,0,0,0,0,6.07E-06,0.001193196,0.006246119,0.019910887,0.036413802,0.048926624,0.056130777,0.064365404,0.077371273,0.075778205,0.072133893,0.072775422,0.093688104,0.115476286,0.112946975,0.115310465,0.119540067,0.140533657,0.159773552,0.152142472,0.145660653,0.125160023,0.112639723,0.09724709,0.090811026,0.080151642,0.054289475,0.033389471,0.015714389,0.003179696,0.000286084,3.42E-05,0,0,0,0,0,0
11/05/2016,0,0,0,0,0,0,0,0,0,0,4.32E-05,0.001202637,0.003788269,0.009445869,0.018355378,0.026144349,0.033094342,0.045523792,0.077242639,0.107651258,0.10958215,0.125666734,0.139715617,0.168212844,0.190252619,0.206971969,0.199953201,0.187464302,0.151399738,0.158572283,0.154770679,0.171810615,0.173060066,0.140909141,0.140428945,0.114204951,0.086293525,0.059290472,0.023815506,0.011329119,0.002807122,0.000276087,0,0,0,0,0,0
12/05/2016,0,0,0,0,0,0,0,0,0,0,7.81E-05,0.001691535,0.010091226,0.016798038,0.029400105,0.067423586,0.131738342,0.238810149,0.358787023,0.475909215,0.585031008,0.656119607,0.702675497,0.702011189,0.692851744,0.702921729,0.686468284,0.654658583,0.573356601,0.50737643,0.465981933,0.412226698,0.338234431,0.277858104,0.216603953,0.152956877,0.085515007,0.057045643,0.030214532,0.0089506,0.000639104,0.000300041,0,0,0,5.85E-05,0,0
13/05/2016,0,0,8.85E-06,0,0,0,0,0,0,1.19E-06,0.000413537,0.006623071,0.020243545,0.037815232,0.070525404,0.125443458,0.21373263,0.315033147,0.414872279,0.490943005,0.549615892,0.600790799,0.648971628,0.699173007,0.703856464,0.728169267,0.733216304,0.748550399,0.71813791,0.630446913,0.57829436,0.489033581,0.409743334,0.305265345,0.219289455,0.15369131,0.109225402,0.065273869,0.032585067,0.009287599,0.000914462,0.000272773,0,0,0,0,0,0
14/05/2016,0,0,0,0,0,0,0,0,0,3.29E-06,0.000929883,0.018129692,0.037101501,0.04784356,0.075775089,0.144534382,0.205969824,0.272078685,0.353671478,0.426770674,0.555462363,0.645665888,0.700499884,0.756790077,0.737890081,0.741326442,0.749535163,0.76995283,0.743448372,0.671896573,0.611431863,0.554101843,0.455058042,0.372508525,0.261439019,0.173479643,0.097265632,0.057544984,0.024344075,0.007082621,0.000559319,0.000272549,6.71E-05,0,0,0,0,0
