at,00:00,00:30,01:00,01:30,02:00,02:30,03:00,03:30,04:00,04:30,05:00,05:30,06:00,06:30,07:00,07:30,08:00,08:30,09:00,09:30,10:00,10:30,11:00,11:30,12:00,12:30,13:00,13:30,14:00,14:30,15:00,15:30,16:00,16:30,17:00,17:30,18:00,18:30,19:00,19:30,20:00,20:30,21:00,21:30,22:00,22:30,23:00,23:30
07/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53E-06,0.00027325,0.003247747,0.019348607,0.062527659,0.151203555,0.249066943,0.332751001,0.342949127,0.382953885,0.474847223,0.493414469,0.568734978,0.496959467,0.530127253,0.590225943,0.437847407,0.325004619,0.263329661,0.162732689,0.071432668,0.019419929,0.0012545,3.57E-05,0,0,0,0,0,0,0,0,0,0
08/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.10E-07,0.000336679,0.008713128,0.046579972,0.126331144,0.208351745,0.294947288,0.379069732,0.493593892,0.572399577,0.614071425,0.629448192,0.643216761,0.595373793,0.59799615,0.61207547,0.535283141,0.442007192,0.349354645,0.270537611,0.169249947,0.061222087,0.007960259,0.000311803,2.29E-06,0,0,0,0,0,0,0,0,0
09/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002187276,0.045176824,0.137909439,0.248368684,0.348066087,0.426843494,0.496024896,0.51925175,0.59797601,0.660665102,0.655815953,0.672964988,0.712388788,0.660981731,0.617209001,0.594862156,0.527740883,0.456379709,0.360350585,0.260131693,0.133659824,0.03379096,0.005537375,0.000197098,0,0,0,0,0,0,0,0,0,0
10/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56E-05,0.001151478,0.020553526,0.088017379,0.170326999,0.267299301,0.381672841,0.433844215,0.409575143,0.392667693,0.349333256,0.312521675,0.262226534,0.24292337,0.183773112,0.125677733,0.105822935,0.101866215,0.100848552,0.100526584,0.095572256,0.059348133,0.028810287,0.005797612,0.00012471,1.44E-05,0,0,0,0,0,0,0,0,0
11/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107023,0.005486867,0.020932363,0.034389448,0.049634595,0.060527092,0.074914313,0.089035711,0.108571958,0.12302715,0.125502357,0.136856009,0.135916475,0.121830242,0.142715749,0.159168273,0.135682971,0.102330062,0.067821548,0.043407996,0.020200247,0.004568135,0.000411734,2.16E-05,2.18E-06,0,0,0,0,0,0,0,0,0
12/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001517729,0.016975746,0.040750264,0.066499836,0.087750097,0.101430627,0.100567033,0.099761936,0.123656632,0.157114442,0.188735693,0.229975786,0.303620083,0.349236362,0.398814319,0.42903291,0.418042985,0.368845631,0.308821952,0.212290115,0.095162991,0.024777793,0.00661054,9.56E-05,3.21E-06,0,0,0,0,0,0,0,0,0
13/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00054945,0.007419516,0.028766625,0.051394578,0.070082733,0.081726594,0.086258972,0.100885777,0.130759548,0.159966309,0.180609562,0.215294898,0.250425903,0.239313634,0.231977247,0.263508184,0.282251928,0.288459929,0.248187806,0.191781038,0.108929069,0.043300024,0.010273984,0.000176577,4.06E-05,0,0,0,0,0,0,0,0,0
14/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001234679,0.017723069,0.043815873,0.077400937,0.104728237,0.136928446,0.157046093,0.177266352,0.205862652,0.240024785,0.285069451,0.349233413,0.383721943,0.359077144,0.391062994,0.407526773,0.382657754,0.309436309,0.22146497,0.142778157,0.078843225,0.042711983,0.009454154,8.13E-05,7.81E-07,0,0,0,0,0,0,0,0,0
15/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E-06,0.00456267,0.035215526,0.092875152,0.158723832,0.175454295,0.19282798,0.393717167,0.424684789,0.481989995,0.491653241,0.488804032,0.545760049,0.600236581,0.656929405,0.659223881,0.626715392,0.591954216,0.483936317,0.392625325,0.284928771,0.19238444,0.100011807,0.025043923,0.001198134,2.81E-05,0,0,0,0,0,0,0,0,0
16/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08E-05,0.016700928,0.08436418,0.188317312,0.308812791,0.41390642,0.492207497,0.55465977,0.613654106,0.668317793,0.720029707,0.732759852,0.759168835,0.756777234,0.719520508,0.690334201,0.657471742,0.583515343,0.499223118,0.389111723,0.291720297,0.156834215,0.049661569,0.003722399,0.000484726,2.50E-05,0,0,0,0,0,0,0,0,0
17/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002164277,0.015021078,0.039732304,0.069591055,0.09584348,0.124509419,0.143990619,0.150806697,0.16770959,0.230384811,0.343923783,0.531520933,0.640682515,0.58568245,0.475401401,0.402317241,0.307391991,0.250760187,0.213047,0.145529598,0.082634132,0.030772424,0.006375758,0.000474496,6.28E-05,0,0,0,0,0,0,0,0,0
18/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01E-05,0.009809978,0.051749578,0.110475352,0.17401392,0.170948438,0.12376141,0.058353282,0.094841443,0.163233543,0.192149378,0.236097571,0.28128948,0.396739655,0.465703195,0.385472202,0.310898133,0.26315258,0.242330408,0.296557476,0.27959575,0.141718256,0.069964212,0.020123059,0.00049594,5.95E-06,0,0,0,0,0,0,0,0,0
19/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13E-06,0.001602539,0.015449209,0.030112375,0.051078481,0.072067593,0.103490507,0.144841768,0.200187634,0.270412832,0.320269284,0.338386943,0.389052255,0.442484685,0.499209833,0.582783115,0.605029083,0.554488253,0.47520647,0.358488943,0.253978174,0.147102325,0.055010029,0.006739111,0.001025899,4.85E-05,0,0,0,0,0,0,0,0,0
20/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000251464,0.013287382,0.042006153,0.08418971,0.14145615,0.1744089,0.233664408,0.318507043,0.372175448,0.401004725,0.381451575,0.354187561,0.351255353,0.340274583,0.425461528,0.400369378,0.267060134,0.159939824,0.073865217,0.043047231,0.028588359,0.017482016,0.006072689,0.000717475,3.48E-05,0,0,0,0,0,0,0,0,0,0
21/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,7.23E-05,0.030967457,0.095270899,0.199121887,0.304659127,0.428701403,0.518672633,0.542870538,0.548268056,0.48779961,0.426061392,0.388783081,0.422802632,0.492031138,0.503804186,0.544968654,0.477849281,0.33463932,0.334066615,0.29064978,0.250633862,0.172246236,0.025730097,0.002088908,0.001647155,0.000118314,0,0,0,0,0,0,0,0,0
22/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005845028,0.035089796,0.08952851,0.212273549,0.322970899,0.405771734,0.473044382,0.54837845,0.623465021,0.633516476,0.622601004,0.614032427,0.562839265,0.532742148,0.481001693,0.467782373,0.499330432,0.452942304,0.339316172,0.228719494,0.18531845,0.120377954,0.055185955,0.028568664,0.001570911,7.83E-05,0,0,0,0,0,0,0,0,0
23/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96E-05,0.020737583,0.091001334,0.184726082,0.28731416,0.385722272,0.427587851,0.397899796,0.372433872,0.437883386,0.504779305,0.528928597,0.526634042,0.565597183,0.536970056,0.523594849,0.487572272,0.470593523,0.438393238,0.375509475,0.292710628,0.182457653,0.091157167,0.024295401,0.006091021,0.000142563,0,0,0,0,0,0,0,0,0
24/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,2.17E-06,0.001030187,0.028413141,0.117039088,0.236042603,0.357878505,0.44950492,0.514328011,0.531786514,0.537560083,0.50223027,0.445825776,0.386543541,0.351931768,0.352882717,0.336255596,0.292560868,0.244562427,0.188423701,0.149350946,0.12189668,0.092719135,0.051226416,0.022811626,0.004809993,4.59E-05,3.74E-05,0,0,0,0,0,0,0,0,0
25/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000609849,0.018501681,0.080973553,0.179009514,0.257189328,0.328264909,0.392861133,0.395082169,0.413469086,0.409232318,0.352057826,0.291302857,0.240099559,0.175266128,0.118819762,0.103143656,0.100634887,0.112393924,0.10493277,0.093509194,0.058556916,0.033836781,0.014875129,0.001096833,2.21E-05,3.42E-06,0,0,0,0,0,0,0,0,0
26/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,1.78E-06,0.001180571,0.01974009,0.051607077,0.081074892,0.115637426,0.136666625,0.155449675,0.20131497,0.27531455,0.34937116,0.398455882,0.537167254,0.533197861,0.416629565,0.413776064,0.409421606,0.353265363,0.272152542,0.199323956,0.150896265,0.104757808,0.071856352,0.044229753,0.014861746,0.000300866,5.27E-06,0,0,0,0,0,0,0,0,0
27/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002974162,0.021758581,0.066034903,0.111589238,0.145408807,0.197908325,0.199180478,0.211421202,0.23770026,0.288173196,0.322003363,0.317757626,0.335884294,0.349243478,0.333680595,0.352250317,0.345518818,0.388350834,0.353197249,0.302782022,0.251654761,0.177980803,0.110635344,0.040476295,0.004304264,1.00E-04,0,0,0,0,0,0,0,0,0
28/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000697885,0.013162966,0.037189716,0.062223683,0.097399045,0.130616578,0.132922012,0.207916083,0.179556723,0.173557882,0.222281755,0.185121976,0.155622489,0.142217063,0.228684205,0.277316176,0.365210453,0.413455952,0.366425257,0.212229343,0.099433536,0.056099757,0.030742652,0.015075028,0.002197176,3.01E-05,0,0,0,0,0,0,0,0,0
29/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001665922,0.019925283,0.061185593,0.125782161,0.244057719,0.366860349,0.485477807,0.554484789,0.650694237,0.71609399,0.762498707,0.749015053,0.716668973,0.720570348,0.706092808,0.634157702,0.527114978,0.476696522,0.405715843,0.325285153,0.258218147,0.152218513,0.074096873,0.01557765,0.001946706,2.54E-05,1.85E-06,0,0,0,0,0,0,0,0
30/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,2.09E-06,0.005687424,0.040328166,0.08473958,0.172710737,0.258123766,0.311211697,0.367780881,0.445819064,0.512462041,0.478723614,0.543172795,0.619690118,0.675356268,0.643564192,0.580138435,0.56087798,0.499088992,0.472225887,0.459304504,0.396077529,0.295101696,0.179647468,0.090570569,0.027009212,0.004979279,9.59E-05,3.78E-06,0,0,0,0,0,0,0,0
31/03/2014,0,0,0,0,0,0,0,0,0,0,0,0,1.87E-06,0.001524926,0.017620009,0.044722171,0.069367549,0.103815972,0.162394524,0.213064513,0.220908882,0.234884443,0.25642938,0.274529974,0.29374815,0.234749887,0.235928435,0.335782601,0.370778409,0.276178556,0.22848707,0.238811005,0.187356609,0.104659306,0.05014252,0.023263728,0.004631409,0.001427271,7.23E-06,1.72E-06,0,0,0,0,0,0,0,0
01/04/2014,0,0,0,0,0,0,0,0,0,0,0,0,4.82E-05,0.001724129,0.016562855,0.037079201,0.069992291,0.099483699,0.133014149,0.186627882,0.236113086,0.326388258,0.48964447,0.639028137,0.693906304,0.710503224,0.71654186,0.691025323,0.681458812,0.61931468,0.52714351,0.380442284,0.268604186,0.199229316,0.144399321,0.087504614,0.032593638,0.005022787,3.00E-05,1.60E-05,0,0,0,0,0,0,0,0
02/04/2014,0,0,0,0,0,0,0,0,0,0,0,0,5.75E-06,0.003101132,0.017891008,0.0263092,0.054599954,0.082538577,0.082070735,0.060269525,0.066211341,0.099737656,0.138392043,0.158500477,0.162000358,0.153998243,0.168914383,0.182237572,0.192898119,0.182629196,0.16417037,0.165032649,0.126182431,0.071869421,0.046189564,0.033937167,0.020290237,0.004948589,0.000236824,2.01E-05,0,0,0,0,0,0,0,0
03/04/2014,0,0,0,0,0,0,0,0,0,0,0,0,4.20E-06,0.005836372,0.037060199,0.074048464,0.104419406,0.135827623,0.197677057,0.250723219,0.262980999,0.309761064,0.310230029,0.342729322,0.315119583,0.27049006,0.178055735,0.114245207,0.086827693,0.069871243,0.052981164,0.039087483,0.017850467,0.013505867,0.00999988,0.006859574,0.001426263,0.000115273,4.08E-05,0,0,0,0,0,0,0,0,0
04/04/2014,0,0,0,0,0,0,0,0,0,0,0,0,6.43E-05,0.010645917,0.04760265,0.100244564,0.147913921,0.188106119,0.231577794,0.228553249,0.232087252,0.219250604,0.182977977,0.168015788,0.16643659,0.198140179,0.23449005,0.258976746,0.276481593,0.2851195,0.277526349,0.26627886,0.228732253,0.193581334,0.166788066,0.104985641,0.03361123,0.009782928,0.000190139,1.30E-05,0,0,0,0,0,0,0,0
05/04/2014,0,0,0,0,0,0,0,0,0,0,0,0,5.70E-05,0.000947621,0.013272385,0.034472639,0.063924664,0.093971305,0.13352974,0.162554438,0.149748846,0.139904434,0.121539271,0.137180812,0.151943028,0.179547589,0.154934012,0.162723179,0.143105524,0.138942104,0.142537604,0.129979085,0.097135181,0.083512503,0.060479346,0.035580393,0.013422977,0.001826454,1.03E-05,1.57E-06,0,0,0,0,0,0,0,0
06/04/2014,0,0,0,0,0,0,0,0,0,0,0,0,2.24E-05,0.003296026,0.016512141,0.031883795,0.049888627,0.063959035,0.072270112,0.085003277,0.103134695,0.10444564,0.107939318,0.117831146,0.129282178,0.136100886,0.120252886,0.113162012,0.112759855,0.090332289,0.071591137,0.069233215,0.053996915,0.041172783,0.025945356,0.018673507,0.010614849,0.001946767,6.30E-05,1.10E-06,0,0,0,0,0,0,0,0
07/04/2014,0,0,0,0,0,0,0,0,0,0,0,0,5.95E-06,0.000321165,0.001904768,0.006799218,0.018021532,0.026380527,0.037596668,0.055814436,0.067309644,0.093370016,0.087296003,0.098386359,0.145256594,0.150717191,0.142125791,0.148161678,0.106608983,0.118059572,0.104876339,0.088867813,0.10741211,0.101006242,0.082980355,0.090246351,0.078421907,0.027873196,0.002093195,0.000136128,0,0,0,0,0,0,0,0
08/04/2014,0,0,0,0,0,0,0,0,0,0,0,1.94E-05,0.008869526,0.012627752,0.031254796,0.1034919,0.203549632,0.287911146,0.398541352,0.447476632,0.470105844,0.508573382,0.575991654,0.586959973,0.605104322,0.634261547,0.653753817,0.626776395,0.590615204,0.567001956,0.463800896,0.405056633,0.323122882,0.248832773,0.170656414,0.124098559,0.055797706,0.018330906,0.000975608,1.81E-05,0,0,0,0,0,0,0,0
09/04/2014,0,0,0,0,0,0,0,0,0,0,0,3.19E-07,0.006730379,0.042765161,0.070350939,0.134991212,0.234885569,0.342534881,0.449620853,0.526153552,0.581128535,0.591753732,0.646023763,0.640465755,0.623740091,0.605008025,0.628202794,0.613255991,0.609575917,0.570629183,0.518793996,0.459067855,0.388172264,0.308699757,0.235535433,0.154887595,0.08299735,0.029510455,0.002747944,9.07E-05,0,0,0,0,0,0,0,0
10/04/2014,0,0,0,0,0,0,0,0,0,0,0,3.17E-06,0.003630478,0.030745859,0.080079233,0.144978098,0.242384488,0.359183995,0.483911969,0.56925687,0.582716331,0.546263498,0.452807384,0.476168211,0.452466929,0.429845682,0.376359085,0.347505008,0.338637629,0.304428169,0.266690499,0.239261887,0.224091996,0.193701836,0.144169727,0.086009655,0.048217556,0.012451097,0.000227167,1.42E-05,0,0,0,0,0,0,0,0
11/04/2014,0,0,0,0,0,0,0,0,0,0,0,6.12E-06,0.008419439,0.043274612,0.088057673,0.17005168,0.28422503,0.383029851,0.481472721,0.58901039,0.675278186,0.723489631,0.693898911,0.667444468,0.638999132,0.572951531,0.530971863,0.514807697,0.57135595,0.530089839,0.535843484,0.43563243,0.334175619,0.269825874,0.170841331,0.086437062,0.040657568,0.01908461,0.00088553,7.88E-05,0,0,0,0,0,0,0,0
12/04/2014,0,0,0,0,0,0,0,0,0,0,0,4.09E-06,0.01167499,0.048543665,0.071865278,0.112227711,0.164292862,0.21055872,0.260202406,0.26776556,0.279341489,0.278502288,0.313087363,0.358093249,0.391143809,0.439069814,0.445287054,0.282654707,0.152062349,0.186019423,0.229537778,0.28312797,0.213364856,0.154972186,0.091905809,0.030279405,0.009130498,0.002989686,1.28E-05,4.18E-06,0,0,0,0,0,0,0,0
13/04/2014,0,0,0,0,0,0,0,0,0,0,0,7.25E-05,0.003020386,0.020368456,0.072339731,0.167801277,0.290458493,0.404626171,0.506644179,0.592885146,0.648232113,0.72192149,0.751601295,0.7579371,0.771895605,0.734640508,0.727643973,0.693866659,0.670818972,0.641887942,0.634738796,0.523187329,0.384355897,0.293915855,0.218197665,0.122406432,0.051245936,0.012706495,0.00488564,4.82E-05,1.93E-06,0,0,0,0,0,0,0
14/04/2014,0,0,0,0,0,0,0,0,0,0,0,0.000100975,0.002881457,0.021068113,0.071711901,0.170718512,0.301042648,0.417122888,0.533323305,0.61760111,0.687288787,0.727909285,0.737440282,0.732943784,0.740732875,0.706063647,0.687624597,0.662528786,0.643281213,0.621242804,0.618045397,0.48826982,0.368826411,0.293228028,0.221419539,0.130263921,0.052008991,0.012274111,0.004700348,1.09E-05,3.43E-06,0,0,0,0,0,0,0
15/04/2014,0,0,0,0,0,0,0,0,0,0,0,0.000147636,0.002243057,0.022672925,0.075015754,0.185371558,0.309185971,0.427160512,0.541786217,0.633591665,0.695918934,0.741348732,0.751104872,0.754010029,0.778371163,0.782455519,0.772264822,0.737986357,0.698767407,0.654028087,0.633540125,0.518459042,0.378625794,0.28994095,0.215152206,0.116355331,0.041542305,0.007108338,0.000748107,7.93E-06,1.84E-06,0,0,0,0,0,0,0
16/04/2014,0,0,0,0,0,0,0,0,0,0,0,0.000570143,0.007885684,0.036318262,0.091694039,0.18983955,0.307109866,0.423005765,0.52751866,0.610799528,0.6740341,0.720782238,0.740638907,0.741964834,0.770759607,0.782932434,0.779929326,0.743258336,0.699822508,0.658378254,0.639278498,0.52554689,0.395988541,0.30525176,0.22640041,0.129120588,0.051908832,0.014187856,0.003010188,2.57E-05,2.06E-06,0,0,0,0,0,0,0
17/04/2014,0,0,0,0,0,0,0,0,0,0,0,0.000436346,0.012931309,0.039066579,0.081672413,0.160793117,0.274274248,0.364916703,0.455738873,0.540226797,0.597858284,0.647076547,0.691239497,0.70266333,0.623325977,0.477429562,0.386550696,0.311333161,0.289576001,0.282841656,0.214809715,0.151751693,0.135160582,0.090747333,0.079021279,0.057267841,0.035440073,0.016605892,0.00113553,3.89E-05,0,0,0,0,0,0,0,0
18/04/2014,0,0,0,0,0,0,0,0,0,0,0,9.27E-05,0.008137257,0.032423517,0.08034347,0.18411722,0.307429402,0.417732386,0.503112295,0.570415287,0.618873252,0.639194536,0.625784607,0.598157569,0.621897148,0.640509433,0.665801611,0.656329108,0.626764721,0.603011585,0.615437891,0.519411439,0.41869988,0.32019508,0.230401504,0.138414964,0.058821984,0.013933239,0.003573688,6.32E-05,2.14E-05,0,0,0,0,0,0,0
19/04/2014,0,0,0,0,0,0,0,0,0,0,0,0.00054246,0.015377737,0.05056455,0.093688544,0.184098301,0.236647219,0.276950691,0.33939053,0.368135573,0.430220688,0.452734722,0.444105563,0.405073795,0.423911607,0.447060946,0.456786855,0.473699769,0.390570251,0.364835825,0.321200799,0.358113455,0.306884241,0.248234255,0.213161572,0.140805559,0.075723192,0.024516548,0.00585582,3.34E-05,1.02E-05,0,0,0,0,0,0,0
20/04/2014,0,0,0,0,0,0,0,0,0,0,0,1.23E-05,0.000818483,0.001559754,0.00460879,0.014435408,0.030558012,0.03725575,0.050095366,0.059658499,0.06395917,0.050928811,0.067109935,0.11491872,0.119427589,0.100388748,0.084235831,0.102000694,0.095423228,0.091522296,0.141785916,0.079713665,0.045963259,0.008128592,0.00923172,0.002772438,0.002812289,0.003290008,0.001591896,7.31E-05,1.94E-06,0,0,0,0,0,0,0
21/04/2014,0,0,0,0,0,0,0,0,0,0,1.75E-06,0.002261681,0.020514188,0.049676912,0.080253311,0.16351077,0.269125125,0.377390563,0.490397474,0.568585353,0.645151783,0.693635186,0.682733415,0.611313186,0.626825617,0.657300687,0.668394565,0.598277966,0.51180311,0.395086719,0.287559941,0.209466264,0.189111105,0.200273859,0.164623562,0.114112398,0.054567587,0.019036083,0.001923844,3.71E-05,8.08E-06,0,0,0,0,0,0,0
22/04/2014,0,0,0,0,0,0,0,0,0,0,0,2.42E-05,0.000869879,0.004717409,0.015725147,0.026428954,0.055808974,0.100209006,0.12560199,0.175830076,0.239888038,0.299977008,0.286843475,0.242499173,0.231607714,0.272616171,0.29575438,0.295854595,0.293049855,0.295561651,0.263072409,0.241164326,0.183941264,0.133272285,0.111815712,0.072981907,0.03806737,0.012630306,0.002045589,4.40E-05,1.02E-06,0,0,0,0,0,0,0
23/04/2014,0,0,0,0,0,0,0,0,0,0,0,0.00087307,0.017063448,0.053474406,0.091523893,0.114793876,0.129019215,0.099228742,0.088910496,0.090882956,0.103162374,0.125457871,0.140008958,0.150597097,0.18814942,0.183299907,0.238399899,0.256509805,0.289469853,0.238136439,0.200190946,0.139284829,0.100681374,0.088966736,0.088341532,0.084082737,0.077732663,0.05079728,0.022031816,0.00097185,6.77E-05,0,0,0,0,0,0,0
24/04/2014,0,0,0,0,0,0,0,0,0,0,1.54E-06,0.002338272,0.020687188,0.050214832,0.085831282,0.121674666,0.159481899,0.211333256,0.265533548,0.359743879,0.455496749,0.503035989,0.531985047,0.53518818,0.53682877,0.514855219,0.499924381,0.488969486,0.412688513,0.409304827,0.39222216,0.293757691,0.200473159,0.120850489,0.081454724,0.027086358,0.013958907,0.002907302,0.000261943,0.000485663,9.04E-06,0,0,0,0,0,0,0
25/04/2014,0,0,0,0,0,0,0,0,0,0,0,5.56E-05,0.00338793,0.013818806,0.029250488,0.032738506,0.034752628,0.039855612,0.048396197,0.060929424,0.078355356,0.090048691,0.107472543,0.138186398,0.175967683,0.199785333,0.218446899,0.252861559,0.280410871,0.258510068,0.26847464,0.244666189,0.208265772,0.199281321,0.155324279,0.104443146,0.071181724,0.0344055,0.006346376,5.00E-05,3.46E-07,0,0,0,0,0,0,0
26/04/2014,0,0,0,0,0,0,0,0,0,0,9.82E-07,0.003654753,0.024644448,0.046969896,0.084917655,0.17220393,0.257511718,0.322640268,0.367145714,0.40642881,0.419418026,0.488292983,0.530051355,0.5140949,0.486727982,0.561792337,0.519838939,0.489417142,0.463455924,0.423363412,0.393636436,0.37736159,0.321950982,0.248052724,0.148146089,0.080769052,0.033097771,0.025696158,0.007303345,8.35E-05,1.18E-05,0,0,0,0,0,0,0
27/04/2014,0,0,0,0,0,0,0,0,0,0,2.26E-06,0.003555638,0.02514298,0.05477352,0.079878079,0.111199544,0.156436825,0.175537227,0.191118857,0.198044765,0.23829692,0.271020526,0.287456796,0.286642936,0.28904373,0.311560078,0.289682831,0.288267771,0.227142455,0.215564397,0.188466258,0.148142117,0.130627059,0.086208566,0.082512521,0.05286303,0.040393702,0.027550361,0.010782057,0.00075891,5.27E-06,0,0,0,0,0,0,0
28/04/2014,0,0,0,0,0,0,0,0,0,0,0,0.000930459,0.00926946,0.024108969,0.041107116,0.068275371,0.100101789,0.120490295,0.166630367,0.186073329,0.18686534,0.205781758,0.201392385,0.188968379,0.173042252,0.208012233,0.26319656,0.358168639,0.406525034,0.331837889,0.258843359,0.180427515,0.136664206,0.080760354,0.032827361,0.046824459,0.025107511,0.00832386,0.001592153,0.000303057,6.17E-05,0,0,0,0,0,0,0
29/04/2014,0,0,0,0,0,0,0,0,0,0,7.19E-06,0.00164937,0.011723182,0.027378522,0.050917541,0.106534616,0.166678462,0.186677745,0.218961318,0.219976209,0.240358949,0.30154429,0.349237838,0.416639125,0.517501391,0.564435794,0.603228476,0.518565013,0.404930181,0.371820355,0.302116326,0.229317186,0.205743491,0.188271034,0.14048553,0.084615256,0.046596612,0.025599476,0.012907049,0.00125112,1.29E-05,0,0,0,0,0,0,0
30/04/2014,0,0,0,0,0,0,0,0,0,0,2.86E-05,0.003690198,0.020437019,0.048991289,0.088777455,0.131783412,0.174621224,0.229783756,0.29308648,0.372318305,0.421647471,0.480669388,0.432164919,0.441355492,0.460504853,0.436950135,0.465738696,0.480774495,0.482628396,0.487241777,0.464949386,0.414786025,0.350001419,0.258582207,0.180171813,0.128477268,0.078210411,0.041063922,0.02223228,0.002293212,8.44E-05,0,0,0,0,0,0,0
01/05/2014,0,0,0,0,0,0,0,0,0,0,6.12E-05,0.003188068,0.015585349,0.034819449,0.05967466,0.084094867,0.113260754,0.143371485,0.160902006,0.194467199,0.221595739,0.228634645,0.245835521,0.246874968,0.266821185,0.278858031,0.319427949,0.390721357,0.42301329,0.434140303,0.383563362,0.32460123,0.233156538,0.200404015,0.124283968,0.057257416,0.047061224,0.037218668,0.018261724,0.002398374,5.81E-05,0,0,0,0,0,0,0
02/05/2014,0,0,0,0,0,0,0,0,0,0,6.60E-06,0.001958812,0.016293695,0.040106602,0.06083061,0.076578808,0.093165208,0.096537245,0.085624109,0.107227855,0.138838859,0.19572963,0.241171752,0.245588554,0.22420273,0.207841237,0.206479094,0.202017511,0.236602212,0.201798014,0.190329031,0.163856273,0.141088907,0.115157877,0.095545727,0.082555279,0.054342828,0.036074738,0.010227871,9.77E-06,1.12E-05,0,0,0,0,0,0,0
03/05/2014,0,0,0,0,0,0,0,0,0,0,0.000454737,0.008666776,0.015868459,0.048894026,0.109401173,0.200711919,0.300437123,0.414822057,0.504291409,0.606546999,0.684432954,0.745516037,0.763408445,0.775549482,0.778355539,0.756981084,0.70892932,0.6782236,0.633698159,0.586103002,0.564778118,0.492461119,0.415531956,0.322947529,0.25752831,0.19361376,0.1174467,0.065993169,0.023235228,0.001293487,2.56E-05,0,0,0,0,0,0,0
04/05/2014,0,0,0,0,0,0,0,0,0,0,0.000330099,0.013863259,0.035136636,0.073939796,0.135712624,0.204992941,0.254663776,0.340550457,0.443506438,0.560177104,0.674664157,0.703938183,0.686646042,0.672800425,0.687505125,0.660513513,0.624379079,0.597385778,0.60934199,0.613722407,0.569786666,0.504086105,0.434576087,0.34518325,0.270311893,0.159183355,0.095259393,0.067802919,0.035437353,0.006371981,0.000107141,8.47E-07,0,0,0,0,0,0
05/05/2014,0,0,0,0,0,0,0,0,0,0,0.000964306,0.025940063,0.047345213,0.064180659,0.135818853,0.247936532,0.312772198,0.354201616,0.420822709,0.474617375,0.447070803,0.47648042,0.500213909,0.548684643,0.620422673,0.662715188,0.703313102,0.616140303,0.5043477,0.38418564,0.286752355,0.257886115,0.245467319,0.198931115,0.138619222,0.066370886,0.027783952,0.010216156,0.000667725,9.70E-06,1.92E-05,0,0,0,0,0,0,0
06/05/2014,0,0,0,0,0,0,0,0,0,0,0.000490237,0.013218199,0.031574208,0.070735736,0.128604563,0.209135043,0.288435413,0.379435139,0.459717555,0.464965036,0.475609439,0.510589284,0.507928959,0.567736978,0.52241367,0.538956897,0.525523561,0.516817262,0.485504531,0.39188165,0.331102963,0.247827826,0.179001563,0.133827675,0.136665283,0.081313917,0.058591916,0.044865266,0.012403224,0.002442896,0.000187157,7.96E-06,0,0,0,0,0,0
07/05/2014,0,0,0,0,0,0,0,0,0,0,3.19E-05,0.005085491,0.029048792,0.086388238,0.121134572,0.145030169,0.232099229,0.275144626,0.337173635,0.303455139,0.374183103,0.428200413,0.528120122,0.63145682,0.634087392,0.540971895,0.522093151,0.468958868,0.429579004,0.343959347,0.291066238,0.290410088,0.204121512,0.152207291,0.110564443,0.088155487,0.064848762,0.034434693,0.011856599,0.000470491,8.80E-05,0,0,0,0,0,0,0
08/05/2014,0,0,0,0,0,0,0,0,0,0,9.98E-06,0.001564971,0.012696902,0.027710204,0.049776756,0.057303663,0.071318697,0.08891722,0.130208553,0.148942498,0.193155961,0.15065753,0.161347096,0.19174082,0.209325129,0.204363749,0.197048716,0.175826501,0.20516457,0.176768137,0.172790576,0.144747422,0.142378426,0.094204471,0.059085192,0.032785807,0.026390506,0.017380057,0.009804263,0.001544101,2.47E-05,1.50E-06,0,0,0,0,0,0
