Group admin,School name,MAT,Diocese,Local Authority,School URL,MAT/LA group,MAT/LA group URL,Project group,Project URL
Becca,Appleton Primary School,The Constellation Trust,,Hull City,https://energysparks.uk/schools/appleton-primary-school,The Constellation Trust,https://energysparks.uk/admin/school_groups/the-constellation-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Arbourthorne Community Primary School,n/a,,Sheffield,Account not set up yet,Sheffield,https://energysparks.uk/admin/school_groups/sheffield,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Aspire Academy,Heartwood Learning Trust,,Hull City,https://energysparks.uk/schools/hu9-5de-aspire-academy,Heartwood Learning Trust,https://energysparks.uk/admin/school_groups/heartwood-learning-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Ayresome Primary School,Ad Astra Academy Trust,,Middlesbrough,Account not set up yet,Ad Astra Academy Trust,https://energysparks.uk/admin/school_groups/ad-astra-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Bishop Wilson Church of England Primary School,n/a,Diocese of Birmingham,Solihull,https://energysparks.uk/schools/bishop-wilson-church-of-england-primary-school,Solihull,https://energysparks.uk/admin/school_groups/solihull,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Becca,Bloomsbury Nursery School,n/a,,Birmingham,https://energysparks.uk/schools/bloomsbury-nursery-school,Birmingham,https://energysparks.uk/admin/school_groups/birmingham,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Becca,Bowburn Primary School,Advance Learning Partnership,,County Durham,Account not set up yet,Advance Learning Partnership,https://energysparks.uk/admin/school_groups/advance-learning-partnership,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Brougham Primary School,Ad Astra Academy Trust,,Hartlepool,https://energysparks.uk/schools/brougham-primary-school,Ad Astra Academy Trust,https://energysparks.uk/admin/school_groups/ad-astra-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Burton Green Primary School,Heartwood Learning Trust,,York,Account not set up yet,Heartwood Learning Trust,https://energysparks.uk/admin/school_groups/heartwood-learning-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,"Cardinal Hume Catholic School, Gateshead",Bishop Wilkinson Catholic Education Trust,,Gateshead,https://energysparks.uk/schools/cardinal-hume-catholic-school-gateshead,Bishop Wilkinson Catholic Education Trust,https://energysparks.uk/admin/school_groups/bishop-wilkinson-catholic-education-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Corpus Christi RC Primary School,Nicholas Postgate Catholic Academy Trust,,Middlesborough,https://energysparks.uk/schools/corpus-christi-rc-primary-school,Nicholas Postgate Catholic Academy Trust,https://energysparks.uk/admin/school_groups/nicholas-postgate-catholic-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,De Warenne Academy,Delta Academies Trust,,Doncaster,https://energysparks.uk/schools/de-warenne-academy,Delta Academies Trust,https://energysparks.uk/admin/school_groups/delta-academies-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Don Valley Academy,Delta Academies Trust,,Doncaster,https://energysparks.uk/schools/don-valley-academy,Delta Academies Trust,https://energysparks.uk/admin/school_groups/delta-academies-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Durham Gilesgate Primary School,n/a,,County Durham,https://energysparks.uk/schools/durham-gilesgate-primary-school,County Durham,https://energysparks.uk/admin/school_groups/county-durham,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Ebchester CofE Primary School,n/a,,County Durham,https://energysparks.uk/schools/ebchester-cofe-primary-school,County Durham,https://energysparks.uk/admin/school_groups/county-durham,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Estcourt Primary Academy,Delta Academies Trust,,Hull City,Account not set up yet,Delta Academies Trust,https://energysparks.uk/admin/school_groups/delta-academies-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Francis Askew Primary School,The Constellation Trust,,Hull City,https://energysparks.uk/schools/francis-askew-primary-school,The Constellation Trust,https://energysparks.uk/admin/school_groups/the-constellation-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Graham School,Heartwood Learning Trust,,Scarborough,https://energysparks.uk/schools/graham-school,Heartwood Learning Trust,https://energysparks.uk/admin/school_groups/heartwood-learning-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Greswold Primary School,n/a,,Solihull,Account not set up yet,Solihull,https://energysparks.uk/admin/school_groups/solihull,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Becca,Howletch Lane Primary School,n/a,,County Durham,https://energysparks.uk/schools/howletch-lane-primary-school,County Durham,https://energysparks.uk/admin/school_groups/county-durham,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Kingsway Primary School,n/a,,East Riding,,,,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Liberty Academy,Heartwood Learning Trust,,Hull City,https://energysparks.uk/schools/liberty-academy,Heartwood Learning Trust,https://energysparks.uk/admin/school_groups/heartwood-learning-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Lower Fields Primary Academy,Delta Academies Trust,,Bradford,Account not set up yet,Delta Academies Trust,https://energysparks.uk/admin/school_groups/delta-academies-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Lynnfield Primary School,Lingfield Education Trust,,Hartlepool,https://energysparks.uk/schools/lynnfield-primary-school,Lingfield Education Trust,https://energysparks.uk/admin/school_groups/lingfield-education-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Marshlands Primary School,n/a,,East Riding,https://energysparks.uk/schools/marshlands-primary-school,East Riding of Yorkshire,https://energysparks.uk/admin/school_groups/east-riding-of-yorkshire,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Middlesbrough College,Middlesbrough College Group,,Middlesborough,https://energysparks.uk/schools/middlesbrough-college,Middlesbrough,https://energysparks.uk/admin/school_groups/middlesbrough-college-group,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Nelson Mandela School,n/a,,Birmingham,https://energysparks.uk/schools/nelson-mandela-school,Birmingham,https://energysparks.uk/admin/school_groups/birmingham,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Becca,Newker Primary School,n/a,,County Durham,https://energysparks.uk/schools/newker-primary-school,County Durham,https://energysparks.uk/admin/school_groups/county-durham,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Northfield Infant School,n/a,,East Riding,,,,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Oakley Cross Primary School and Nursery,n/a,,County Durham,https://energysparks.uk/schools/oakley-cross-primary-school-and-nursery,County Durham,https://energysparks.uk/admin/school_groups/county-durham,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Prince Edward Primary School,n/a,,Sheffield,Account not set up yet,Sheffield,https://energysparks.uk/admin/school_groups/sheffield,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Redscope Primary School,New Collaborative Learning Trust,,Rotherham,https://energysparks.uk/schools/redscope-primary-school,New Collaborative Learning Trust,https://energysparks.uk/admin/school_groups/new-collaborative-learning-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Ropery Walk Primary School,n/a,,County Durham,https://energysparks.uk/schools/ropery-walk-primary-school,County Durham,https://energysparks.uk/admin/school_groups/county-durham,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Sirius Academy North,The Constellation Trust,,Hull City,Account not set up yet,The Constellation Trust,https://energysparks.uk/admin/school_groups/the-constellation-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,St Alphonsus' Catholic Primary School,Nicholas Postgate Catholic Academy Trust,,Middlesbrough,https://energysparks.uk/schools/st-alphonsus-catholic-primary-school,Nicholas Postgate Catholic Academy Trust,https://energysparks.uk/admin/school_groups/nicholas-postgate-catholic-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,"St Bede's Catholic School and Sixth Form College, Lanchester",Bishop Wilkinson Catholic Education Trust,,County Durham,Account not set up yet,Bishop Wilkinson Catholic Education Trust,https://energysparks.uk/admin/school_groups/bishop-wilkinson-catholic-education-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,"St Cuthbert's Catholic Primary School, Crook",Bishop Hogarth Catholic Education Trust,,County Durham,https://energysparks.uk/schools/st-cuthbert-s-catholic-primary-school-crook,Bishop Hogarth Catholic Education Trust,https://energysparks.uk/admin/school_groups/bishop-hogarth-catholic-education-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,St Gerard's Catholic Primary School,Nicholas Postgate Catholic Academy Trust,,Middlesbrough,https://energysparks.uk/schools/st-gerard-s-rc-primary-school,Nicholas Postgate Catholic Academy Trust,https://energysparks.uk/admin/school_groups/nicholas-postgate-catholic-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,St Hild's Church of England School,NEAT Academy Trust,,Hartlepool,https://energysparks.uk/schools/st-hild-s-church-of-england-school,NEAT Academy Trust,https://energysparks.uk/admin/school_groups/neat-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,"St John's Church of England Aided Primary School, Shildon",n/a,,County Durham,https://energysparks.uk/schools/st-john-s-church-of-england-aided-primary-school-shildon,County Durham,https://energysparks.uk/admin/school_groups/county-durham,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,"St Mary's Catholic Primary School, Blackhill",Bishop Wilkinson Catholic Education Trust,,County Durham,https://energysparks.uk/schools/st-mary-s-catholic-primary-school-blackhill,Bishop Wilkinson Catholic Education Trust,https://energysparks.uk/admin/school_groups/bishop-wilkinson-catholic-education-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Sunnyside Academy,Ad Astra Academy Trust,,Middlesborough,Account not set up yet,Ad Astra Academy Trust,https://energysparks.uk/admin/school_groups/ad-astra-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,The Vale Academy,Delta Academies Trust,,North Lincolnshire,https://energysparks.uk/schools/the-vale-academy,Delta Academies Trust,https://energysparks.uk/admin/school_groups/delta-academies-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Thornton Primary School,n/a,,Birmingham,https://energysparks.uk/schools/thornton-primary-school,Birmingham,https://energysparks.uk/admin/school_groups/birmingham,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Becca,Thorpe Hesley Primary School,New Collaborative Learning Trust,,Rotherham,https://energysparks.uk/schools/thorpe-hesley-primary-school,New Collaborative Learning Trust,https://energysparks.uk/admin/school_groups/new-collaborative-learning-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Tyneview Primary School,NEAT Academy Trust,,Newcastle,https://energysparks.uk/schools/tyneview-primary-school,NEAT Academy Trust,https://energysparks.uk/admin/school_groups/neat-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Walkley Primary School,n/a,,Sheffield,Account not set up yet,Sheffield,https://energysparks.uk/admin/school_groups/sheffield,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,West Cornforth Primary School,n/a,,County Durham,https://energysparks.uk/schools/west-cornforth-primary-school,County Durham,https://energysparks.uk/admin/school_groups/county-durham,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,West View Primary School,Ad Astra Academy Trust,,Hartlepool,https://energysparks.uk/schools/west-view-primary-school,Ad Astra Academy Trust,https://energysparks.uk/admin/school_groups/ad-astra-academy-trust,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Westlea Primary School,n/a,,County Durham,https://energysparks.uk/schools/westlea-primary-school,County Durham,https://energysparks.uk/admin/school_groups/county-durham,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Becca,Withernsea High School,n/a,,East Riding,https://energysparks.uk/schools/withernsea-high-school,East Riding of Yorkshire,https://energysparks.uk/admin/school_groups/east-riding-of-yorkshire,Great British Energy Solar Project (AECOM led),https://energysparks.uk/school_groups/great-british-energy-solar-project-aecom-led-63defa69-051c-4169-8621-36db0d63d646
Ellie,Agar Children's Centre,,,,https://energysparks.uk/schools/agar-children-s-centre,Camden,https://energysparks.uk/admin/school_groups/camden,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Ark St Alban's Academy,ARK SCHOOLS,,,Account not set up yet,ARK SCHOOLS,https://energysparks.uk/admin/school_groups/ark-schools,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,Ash Green School,CREATIVE EDUCATION TRUST,,,Link not sent out yet,CREATIVE EDUCATION TRUST,https://energysparks.uk/admin/school_groups/creative-education-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,Ashmead Primary School,,,,https://energysparks.uk/schools/ashmead-primary-school,Lewisham,https://energysparks.uk/admin/school_groups/lewisham-60dd7682-4351-4691-8a61-c06d49cd9d80,RAFT - Lewisham group,https://energysparks.uk/admin/school_groups/raft-lewisham-group
Ellie,Athelney Primary School,The King Alfred Federation,,,https://energysparks.uk/schools/athelney-primary-school,The King Alfred Federation,https://energysparks.uk/admin/school_groups/the-king-alfred-federation,RAFT - Lewisham group,https://energysparks.uk/admin/school_groups/raft-lewisham-group
Ellie,Avanti Meadows Primary School,Avanti Schools Trust,,,Link not sent out yet,Avanti Schools Trust,https://energysparks.uk/admin/school_groups/avanti-schools-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,Avondale Park Primary and St Anne's Nursery School,Fox Federation,,,https://energysparks.uk/schools/avondale-park-primary-and-st-anne-s-nursery-school,Fox Federation,https://energysparks.uk/admin/school_groups/fox-federation,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Bangabandhu Primary School,,,,https://energysparks.uk/schools/bangabandhu-primary-school,Tower Hamlets,https://energysparks.uk/admin/school_groups/tower-hamlets,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Baring Primary School,,,,Account not set up yet,Lewisham,https://energysparks.uk/admin/school_groups/lewisham-60dd7682-4351-4691-8a61-c06d49cd9d80,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Belmont Park Secondary School,,,,https://energysparks.uk/schools/belmont-park-school,Waltham Forest,https://energysparks.uk/admin/school_groups/waltham-forest,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Bevington Primary School,,,,https://energysparks.uk/schools/bevington-primary-school,Kensington and Chelsea,https://energysparks.uk/admin/school_groups/kensington-and-chelsea-30685429-5635-4e1c-baaa-07781e027208,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Bird In Bush Primary School,,,,https://energysparks.uk/schools/bird-in-bush-primary-school,Southwark,https://energysparks.uk/admin/school_groups/southwark,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Bishop Lonsdale Church of England Primary School and Nursery,DERBY DIOCESAN ACADEMY TRUST Diocese of Derby,,,https://energysparks.uk/schools/bishop-lonsdale-church-of-england-primary-school-and-nursery,DERBY DIOCESAN ACADEMY TRUST,https://energysparks.uk/admin/school_groups/derby-diocesan-academy-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,Bluecoat Beechdale Academy,ARCHWAY LEARNING TRUST,,,https://energysparks.uk/schools/bluecoat-beechdale-academy,ARCHWAY LEARNING TRUST,https://energysparks.uk/admin/school_groups/archway-learning-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,"Bonner Primary School, Mile End Site",,,,https://energysparks.uk/schools/bonner-primary-school-mile-end-site,Tower Hamlets,https://energysparks.uk/admin/school_groups/tower-hamlets,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Brook Special School and Willow Primary School,,,,https://energysparks.uk/schools/brook-special-school-and-willow-primary-school,Haringey,https://energysparks.uk/admin/school_groups/haringey,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Capel Manor Primary School,,,,https://energysparks.uk/schools/capel-manor-primary-school,Enfield,https://energysparks.uk/admin/school_groups/enfield,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Cardinal Road Infant and Nursery School,,,,Account not set up yet,Hounslow,https://energysparks.uk/admin/school_groups/hounslow,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Carlton Academy,REDHILL ACADEMY TRUST,,,https://energysparks.uk/schools/carlton-academy,REDHILL ACADEMY TRUST,https://energysparks.uk/admin/school_groups/redhill-academy-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,Castle Mead Academy,THE MEAD EDUCATIONAL TRUST,,,https://energysparks.uk/schools/castle-mead-academy,THE MEAD EDUCATIONAL TRUST,https://energysparks.uk/admin/school_groups/the-mead-educational-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,Central Park Primary School,CPD Schools Federation,,,https://energysparks.uk/schools/central-park-primary-school,CPD Schools Federation,https://energysparks.uk/admin/school_groups/cpd-schools-federation,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Charter Academy,Castle Phoenix Trust,,,Account not set up yet,Castle Phoenix Trust,https://energysparks.uk/admin/school_groups/castle-phoenix-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,Colville Primary School,Colville and Marlborough Federation,,,https://energysparks.uk/schools/colville-primary-school,Colville and Marlborough Federation,https://energysparks.uk/admin/school_groups/colville-and-marlborough-federation,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Cooper's Lane Primary School,,,,https://energysparks.uk/schools/cooper-s-lane-primary-school,Lewisham,https://energysparks.uk/admin/school_groups/lewisham-60dd7682-4351-4691-8a61-c06d49cd9d80,RAFT - Lewisham group,https://energysparks.uk/admin/school_groups/raft-lewisham-group
Ellie,Cubitt Town Primary School,,,,https://energysparks.uk/schools/cubitt-town-primary-school,Tower Hamlets,https://energysparks.uk/admin/school_groups/tower-hamlets,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Culloden Primary - A Paradigm Academy,Paradigm Trust,,,https://energysparks.uk/schools/culloden-primary-a-paradigm-academy,Paradigm Trust,https://energysparks.uk/admin/school_groups/paradigm-trust,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,Dalmain Primary School,,,,https://energysparks.uk/schools/dalmain-primary-school,Lewisham,https://energysparks.uk/admin/school_groups/lewisham-60dd7682-4351-4691-8a61-c06d49cd9d80,RAFT - Lewisham group,https://energysparks.uk/admin/school_groups/raft-lewisham-group
Ellie,Deptford Green Secondary School,,,,https://energysparks.uk/schools/deptford-green-secondary-school,Lewisham,https://energysparks.uk/admin/school_groups/lewisham-60dd7682-4351-4691-8a61-c06d49cd9d80,RAFT - Lewisham group,https://energysparks.uk/admin/school_groups/raft-lewisham-group
Ellie,Drayton Park Primary School,,,,https://energysparks.uk/schools/drayton-park-primary-school,Islington,https://energysparks.uk/admin/school_groups/islington,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
Ellie,Dudley College -Broadway campus,,,,https://energysparks.uk/schools/dudley-college-of-technology,Dudley,https://energysparks.uk/admin/school_groups/dudley,Great British Energy Solar Project (MACE led),https://energysparks.uk/school_groups/great-british-energy-solar-project-mace-led-3c404449-0c6f-49f9-96a7-5465bf6d0bac
Ellie,"Durants School, Enfield Site",,,,https://energysparks.uk/schools/durants-school-enfield-site,Enfield,https://energysparks.uk/admin/school_groups/enfield,GLA Greener Schools,https://energysparks.uk/admin/school_groups/gla-greener-schools-project
